Type_ID,Authorisation_document_reference (EIN),Type_Name,Authorisation_Status,Last_Update,ERA_URL
11-122-0012-4-001-001,EU8020220269,Re 482.2 MESA26,Valid (European Union),2022-12-19,https://eratv.era.europa.eu/Eratv/Home/View/11-122-0012-4-001-001
51-423-0001-0-001-001,EU8020220287,Zacens 79m³,Valid (European Union),2022-12-16,https://eratv.era.europa.eu/Eratv/Home/View/51-423-0001-0-001-001
51-046-0002-7-001-001,EU8020220282,Faccns,Valid (European Union),2022-12-16,https://eratv.era.europa.eu/Eratv/Home/View/51-046-0002-7-001-001
51-433-0001-9-001-001,EU8020220286,Tadns 83 m3,Valid (European Union),2022-12-15,https://eratv.era.europa.eu/Eratv/Home/View/51-433-0001-9-001-001
13-035-0001-9-001-002,EU8020220240,EMU 250 PKP (ED 250),Valid (European Union),2022-12-15,https://eratv.era.europa.eu/Eratv/Home/View/13-035-0001-9-001-002
11-074-0001-0-001-001,IT8020200006,E494 variante M,Valid (Italy),2022-12-14,https://eratv.era.europa.eu/Eratv/Home/View/11-074-0001-0-001-001
13-178-0003-3-001-001,EU8020220283,MIREO 3-Teiler 15kV PZB 4T+GMT,Valid (European Union),2022-12-09,https://eratv.era.europa.eu/Eratv/Home/View/13-178-0003-3-001-001
11-117-0002-5-001-001,ES8020220276,S/310 ADIF [1668],Valid (Spain),2022-12-09,https://eratv.era.europa.eu/Eratv/Home/View/11-117-0002-5-001-001
51-192-0001-1-001-001,NL5320180002,Zags GATX type 7598-119-35,Valid (European Union),2022-12-09,https://eratv.era.europa.eu/Eratv/Home/View/51-192-0001-1-001-001
11-209-0004-6-001-001,SE8020220241,SJ Rc6E EOS4.3,Valid (Sweden),2022-12-09,https://eratv.era.europa.eu/Eratv/Home/View/11-209-0004-6-001-001
13-111-0015-8-001-001,DE8020220279,CORADIA Continental BR1440 Karlsruhe 3-Teiler,Valid (Germany),2022-12-07,https://eratv.era.europa.eu/Eratv/Home/View/13-111-0015-8-001-001
13-173-0001-8-001-001,DE8020220249,FLIRT3 EMU3 CBG,Valid (Germany),2022-12-07,https://eratv.era.europa.eu/Eratv/Home/View/13-173-0001-8-001-001
13-111-0016-6-001-001,DE8020220262,CORADIA Continental BR 1440 Karlsruhe 5-Teiler,Valid (Germany),2022-12-06,https://eratv.era.europa.eu/Eratv/Home/View/13-111-0016-6-001-001
31-061-0001-3-002-002,PL8020210246,175A variant 175A-10 version 175A-20,Valid (Poland),2022-12-06,https://eratv.era.europa.eu/Eratv/Home/View/31-061-0001-3-002-002
13-178-0004-1-001-001,EU8020220274,MIREO 3-Teiler 15kV LZB+ETCS,Valid (European Union),2022-12-05,https://eratv.era.europa.eu/Eratv/Home/View/13-178-0004-1-001-001
31-088-0001-6-001-001,EU8020220261,RDC Bvcmz 248.5,Valid (European Union),2022-12-05,https://eratv.era.europa.eu/Eratv/Home/View/31-088-0001-6-001-001
13-283-0001-5-001-001,EU8020220237,FLIRT3 EMU3 Limburg MS ETCS (L-4354),Valid (European Union),2022-12-02,https://eratv.era.europa.eu/Eratv/Home/View/13-283-0001-5-001-001
71-013-0004-9-001-001,SI8020220270,RR3044B,Valid (Slovenia),2022-12-01,https://eratv.era.europa.eu/Eratv/Home/View/71-013-0004-9-001-001
13-146-0005-5-001-002,EU8020220202,ET 4010,Valid (European Union),2022-12-01,https://eratv.era.europa.eu/Eratv/Home/View/13-146-0005-5-001-002
13-146-0005-5-001-001,EU8020220201,ET4010,Valid (European Union),2022-12-01,https://eratv.era.europa.eu/Eratv/Home/View/13-146-0005-5-001-001
51-432-0001-1-002-001,EU8020220263,new variant of Za(c)ens 73 m3,Valid (European Union),2022-11-28,https://eratv.era.europa.eu/Eratv/Home/View/51-432-0001-1-002-001
51-432-0001-1-001-001,EU8020220263,Za(c)ens 73 m3,Valid (European Union),2022-11-25,https://eratv.era.europa.eu/Eratv/Home/View/51-432-0001-1-001-001
39-003-0001-7-001-004,CZ8020220171,"new version of 8-351.0, 8-761.0,  8-761.0,  8-761.0, 8-762.0",Valid (Czech Republic),2022-11-24,https://eratv.era.europa.eu/Eratv/Home/View/39-003-0001-7-001-004
39-003-0001-7-001-003,CZ8020220171,"new version of 8-351.0, 8-761.0, 8-761.0, 8-762.0",Valid (Czech Republic),2022-11-24,https://eratv.era.europa.eu/Eratv/Home/View/39-003-0001-7-001-003
71-041-0002-4-001-001,DK8020220257,COMBI08-275,Valid (Denmark),2022-11-24,https://eratv.era.europa.eu/Eratv/Home/View/71-041-0002-4-001-001
13-279-0001-3-001-001,DE8020220253,Talent 3 Plus PVG,Valid (Germany),2022-11-23,https://eratv.era.europa.eu/Eratv/Home/View/13-279-0001-3-001-001
39-003-0001-7-001-002,CZ8020220171,"new version of 8-351.0, 8-762.0",Valid (Czech Republic),2022-11-23,https://eratv.era.europa.eu/Eratv/Home/View/39-003-0001-7-001-002
31-088-0001-6-004-001,EU8020220261,RDC WLAB 32s,Valid (European Union),2022-11-21,https://eratv.era.europa.eu/Eratv/Home/View/31-088-0001-6-004-001
31-088-0001-6-003-001,EU8020220261,RDC Bvcmbz 249.1,Valid (European Union),2022-11-21,https://eratv.era.europa.eu/Eratv/Home/View/31-088-0001-6-003-001
31-088-0001-6-002-001,EU8020220261,RDC WLAB MUn,Valid (European Union),2022-11-21,https://eratv.era.europa.eu/Eratv/Home/View/31-088-0001-6-002-001
11-178-0003-5-001-001,EU8020220165,,Valid (European Union),2022-11-21,https://eratv.era.europa.eu/Eratv/Home/View/11-178-0003-5-001-001
11-178-0001-9-001-001,EU8020220164,,Valid (European Union),2022-11-21,https://eratv.era.europa.eu/Eratv/Home/View/11-178-0001-9-001-001
13-078-0001-9-007-001,IT8020210135,ETR103.v5.s1.aou2,Valid (Italy),2022-11-17,https://eratv.era.europa.eu/Eratv/Home/View/13-078-0001-9-007-001
13-078-0002-7-007-001,IT8020210138,ETR104.v5.s1.aou2,Valid (Italy),2022-11-17,https://eratv.era.europa.eu/Eratv/Home/View/13-078-0002-7-007-001
71-231-0001-3-001-001,ES8020220179,Dumper Wacker Neuson DV90 PARROS,Valid (Spain),2022-11-14,https://eratv.era.europa.eu/Eratv/Home/View/71-231-0001-3-001-001
13-040-0003-5-001-001,EU8020220259,Velaro MS,Valid (European Union),2022-11-14,https://eratv.era.europa.eu/Eratv/Home/View/13-040-0003-5-001-001
71-187-0001-7-001-001,FR8020220184,SSP 230 (n° 329),Valid (France),2022-11-14,https://eratv.era.europa.eu/Eratv/Home/View/71-187-0001-7-001-001
11-075-0001-7-008-003,New authorisation: EU8020220181 / Extended area of use: EU8020220182,EURODUAL E25/3/1.5 ES-FR-LU Universal Bogie,Valid (European Union),2022-11-11,https://eratv.era.europa.eu/Eratv/Home/View/11-075-0001-7-008-003
51-377-0001-8-001-001,EU8020200042,Zacens GATX Type 2741,Valid (European Union),2022-11-11,https://eratv.era.europa.eu/Eratv/Home/View/51-377-0001-8-001-001
51-332-0001-3-001-001,EU8020220255,Eanos EAAW,Valid (European Union),2022-11-11,https://eratv.era.europa.eu/Eratv/Home/View/51-332-0001-3-001-001
11-074-0002-8-001-001,IT8020200005,E494 LM variante M,Valid (Italy),2022-11-10,https://eratv.era.europa.eu/Eratv/Home/View/11-074-0002-8-001-001
11-057-0001-5-003-002,NL5120190034; DE5920191004; CH5920181294; IT5920171003; AT5920211003,X4-E-Lok-AB (MS-Lokomotiven) Korridor D-A-CH-I-NL_Rel. E1.03 (MFT_NL),Valid (European Union),2022-11-09,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0001-5-003-002
13-141-0003-1-001-001,EU8020220248,Desiro HC (NES) Netz-Elbe-Spree 4-Teiler Ausprägung B,Valid (European Union),2022-11-09,https://eratv.era.europa.eu/Eratv/Home/View/13-141-0003-1-001-001
51-010-0001-5-001-001,FR5920133001,Wagon trémies agrégats 55m3,Valid (European Union),2022-11-09,https://eratv.era.europa.eu/Eratv/Home/View/51-010-0001-5-001-001
13-141-0004-9-001-001,EU8020220247,Desiro HC (NES) Netz-Elbe-Spree 4-Teiler Ausprägung A,Valid (European Union),2022-11-09,https://eratv.era.europa.eu/Eratv/Home/View/13-141-0004-9-001-001
71-056-0021-2-001-001,EU8020220223,RR16MS-9,Valid (European Union),2022-11-09,https://eratv.era.europa.eu/Eratv/Home/View/71-056-0021-2-001-001
13-017-0001-7-001-004,IT8020220254,V300ZEFIRO-FN,Valid (Italy),2022-11-08,https://eratv.era.europa.eu/Eratv/Home/View/13-017-0001-7-001-004
31-081-0001-1-001-001,PL8020220243,141A-20ROP,Valid (Poland),2022-11-08,https://eratv.era.europa.eu/Eratv/Home/View/31-081-0001-1-001-001
71-232-0001-1-001-001,ES8020220180,Retroexcavadora Mecalac 15MWR PARROS,Valid (Spain),2022-11-08,https://eratv.era.europa.eu/Eratv/Home/View/71-232-0001-1-001-001
71-230-0001-5-001-001,ES8020220178,Autohormigonera DIECI F7000 PARROS,Valid (Spain),2022-11-08,https://eratv.era.europa.eu/Eratv/Home/View/71-230-0001-5-001-001
13-141-0005-6-001-001,EU8020220246,Desiro HC (NES) Netz-Elbe-Spree 6-Teiler,Valid (European Union),2022-11-07,https://eratv.era.europa.eu/Eratv/Home/View/13-141-0005-6-001-001
13-018-0014-8-001-001,ES8020220149,TGV31200 3UF+,Valid (Spain),2022-11-07,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0014-8-001-001
39-003-0001-7-001-001,CZ8020220171,"8-351.0, 8-761.0, 8-762.0",Valid (Czech Republic),2022-11-07,https://eratv.era.europa.eu/Eratv/Home/View/39-003-0001-7-001-001
73-110-0001-7-001-001,LT8020220175,08-16U,Valid (Lithuania),2022-11-07,https://eratv.era.europa.eu/Eratv/Home/View/73-110-0001-7-001-001
11-150-0002-6-001-001,ES8020220251,S/269.0 ATHOS,Valid (Spain),2022-11-07,https://eratv.era.europa.eu/Eratv/Home/View/11-150-0002-6-001-001
11-057-0049-4-001-004,DE5920201059; RO5120191016; CZ5920151501; SK5920181002; HU5920201015; AT5920211036,X4-E-Loco-AB DE-AT-RO-HU-CZ-SK-BG (Rel. E2.01),Valid (European Union),2022-11-04,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0049-4-001-004
41-002-0004-9-001-001,RO8020220252,Automotor VT 628.4 cu remorca 928.4,Valid (Romania),2022-11-03,https://eratv.era.europa.eu/Eratv/Home/View/41-002-0004-9-001-001
11-057-0011-4-002-002,NL5120190032; NL5120190033; DE5920191029; BG5920191001; RO5120191016; SK5920191000; CZ5920151501; HU5920191006; PL5120150031; AT5920211010,X4-E-Lok-AB (MS-Lokomotiven) Korridor D-A-NL-East_Rel. E1.03 (MFT_NL),Valid (European Union),2022-10-28,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0011-4-002-002
71-085-0004-7-001-001,EU8020220242,S7 PLS 16 4.0 -S V3.0 / DE–IT,Valid (European Union),2022-10-28,https://eratv.era.europa.eu/Eratv/Home/View/71-085-0004-7-001-001
71-181-0001-0-002-001,DE8020220189,Fahrbahninstandhaltungszug (FIZ) - PZB,Valid (Germany),2022-10-27,https://eratv.era.europa.eu/Eratv/Home/View/71-181-0001-0-002-001
71-105-0001-9-001-001,FI8020220218,Tte,Valid (Finland),2022-10-26,https://eratv.era.europa.eu/Eratv/Home/View/71-105-0001-9-001-001
11-209-0005-3-001-001,SE8020220236,Rc6-E Trafikverket,Valid (Sweden),2022-10-24,https://eratv.era.europa.eu/Eratv/Home/View/11-209-0005-3-001-001
11-096-0001-3-002-001,EU8020220232,new version of 742.71,Valid (European Union),2022-10-21,https://eratv.era.europa.eu/Eratv/Home/View/11-096-0001-3-002-001
51-311-0001-7-001-001,NL5320190022,Eamnos BA 160 without parkingbrake (new version 2022),Valid (European Union),2022-10-19,https://eratv.era.europa.eu/Eratv/Home/View/51-311-0001-7-001-001
51-310-0001-9-001-001,NL5320190021,Eamnos BA 160 with parkingbrake (new version 2022),Valid (European Union),2022-10-19,https://eratv.era.europa.eu/Eratv/Home/View/51-310-0001-9-001-001
13-039-0006-0-001-001,DE8020220219,Coradia iLint BR554 RMV,Valid (Germany),2022-10-19,https://eratv.era.europa.eu/Eratv/Home/View/13-039-0006-0-001-001
11-178-0002-7-001-001,EU8020220169,,Valid (European Union),2022-10-19,https://eratv.era.europa.eu/Eratv/Home/View/11-178-0002-7-001-001
13-141-0002-3-001-001,EU8020220225,Desiro HC (ABN) Augsburger Netze,Valid (European Union),2022-10-17,https://eratv.era.europa.eu/Eratv/Home/View/13-141-0002-3-001-001
11-042-0009-0-001-001,EU8020220168,,Valid (European Union),2022-10-17,https://eratv.era.europa.eu/Eratv/Home/View/11-042-0009-0-001-001
11-057-0012-2-001-001,EU8020220187,"X4-E-Lok-AB (AC-Lokomotiven) Korridor D-A (DPM, FFST v2)_Rel. E1.03",Valid (European Union),2022-10-17,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0012-2-001-001
13-196-0001-9-001-001,SI8020200003,FLIRT3 DMU SLO (L-4433),Valid (Slovenia),2022-10-14,https://eratv.era.europa.eu/Eratv/Home/View/13-196-0001-9-001-001
13-067-0004-6-001-001,EU8020220146,ET4110,Valid (European Union),2022-10-12,https://eratv.era.europa.eu/Eratv/Home/View/13-067-0004-6-001-001
73-102-0001-4-001-001,DE : DE 54 2016 4 260 AT : BL-FT-51719-0077-17 HU : HU5420170175 SE : SE5420200032 NL : NL5420170005 LU : LU5420190014 SK : C.08084/2019/OMS-002 CH : CH5420180108 CZ : CZ5420194006 Dk :EU8020220215,RM85-750,Valid (European Union),2022-10-05,https://eratv.era.europa.eu/Eratv/Home/View/73-102-0001-4-001-001
13-270-0001-2-001-001,FR8020220210,B83600 - REGIOLIS 6 caisses,Valid (France),2022-10-05,https://eratv.era.europa.eu/Eratv/Home/View/13-270-0001-2-001-001
13-271-0001-0-001-001,FR8020220209,B84800 - REGIOLIS 4 caisses,Valid (France),2022-10-04,https://eratv.era.europa.eu/Eratv/Home/View/13-271-0001-0-001-001
51-354-0003-3-001-001,EU8020220214,Sggmrss 9-579.0,Valid (European Union),2022-10-03,https://eratv.era.europa.eu/Eratv/Home/View/51-354-0003-3-001-001
51-004-0010-9-001-005,EU8020200043,Zacens BA121,Valid (European Union),2022-09-28,https://eratv.era.europa.eu/Eratv/Home/View/51-004-0010-9-001-005
11-101-0011-0-001-001,EU8020220205,BR189 Var. M-F – DB Cargo,Valid (European Union),2022-09-26,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0011-0-001-001
11-150-0003-4-001-001,ES8020220197,S/269.5 ATHOS,Valid (Spain),2022-09-23,https://eratv.era.europa.eu/Eratv/Home/View/11-150-0003-4-001-001
13-221-0001-5-002-001,DE8020220173,BR 474.4 WIBN,Valid (Germany),2022-09-21,https://eratv.era.europa.eu/Eratv/Home/View/13-221-0001-5-002-001
13-154-0001-8-002-001,DK8020220194,DSB IC3 Series 1,Valid (Denmark),2022-09-21,https://eratv.era.europa.eu/Eratv/Home/View/13-154-0001-8-002-001
13-041-0001-7-001-001,IT8020190004,ATR 220 Tr NFB,Valid (Italy),2022-09-19,https://eratv.era.europa.eu/Eratv/Home/View/13-041-0001-7-001-001
13-041-0001-7-001-002,IT8020190004,ATR 220 Tr NFB -4,Valid (Italy),2022-09-16,https://eratv.era.europa.eu/Eratv/Home/View/13-041-0001-7-001-002
73-044-0002-6-001-001,EU8020220207,Gleisbauanhänger T5025 [AT],Valid (European Union),2022-09-16,https://eratv.era.europa.eu/Eratv/Home/View/73-044-0002-6-001-001
73-044-0001-8-001-001,EU8020220208,Gleisbauanhänger T5020-1 [AT],Valid (European Union),2022-09-16,https://eratv.era.europa.eu/Eratv/Home/View/73-044-0001-8-001-001
71-181-0001-0-001-001,DE8020220033,Fahrbahninstandhaltungszug (FIZ),Valid (Germany),2022-09-16,https://eratv.era.europa.eu/Eratv/Home/View/71-181-0001-0-001-001
13-275-0001-1-001-001,SK8020220206,1435 1´A (LENA5),Valid (Slovak Republic),2022-09-15,https://eratv.era.europa.eu/Eratv/Home/View/13-275-0001-1-001-001
11-075-0005-8-001-002,EU8020210243,EURODUAL E25/3 ES,Valid (European Union),2022-09-15,https://eratv.era.europa.eu/Eratv/Home/View/11-075-0005-8-001-002
11-042-0007-4-001-001,EU8020220162,,Valid (European Union),2022-09-09,https://eratv.era.europa.eu/Eratv/Home/View/11-042-0007-4-001-001
11-127-0006-5-001-001,EU8020220198,Re482.1 MESA26,Valid (European Union),2022-09-07,https://eratv.era.europa.eu/Eratv/Home/View/11-127-0006-5-001-001
11-122-0013-2-001-001,DE8020220001,BR 146.2 (BR 185Var.KC),Valid (Germany),2022-09-06,https://eratv.era.europa.eu/Eratv/Home/View/11-122-0013-2-001-001
11-057-0044-5-001-002,"DE5920201045, CH5920201061, AT5920211031",X4-E-Loco-AB DE-AT-CH-IT-NL (Rel. E2.01),Valid (European Union),2022-09-06,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0044-5-001-002
11-057-0048-6-001-002,"DE5920201052, RO5120191016, CZ5920151501, SK5920181003, PL5120200168, HU5920201015, AT5920211035",X4-E-Loco-AB DE-AT-HU-PL-CZ-SK-RO-BG-NL (Rel. E2.01),Valid (European Union),2022-09-06,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0048-6-001-002
11-057-0050-2-001-002,"DE5920201053, RO5120191016, AT5920211037",X4-E-Loco-AB DE-AT-RO-BG (Rel. E2.01),Valid (European Union),2022-09-05,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0050-2-001-002
11-057-0052-8-001-003,"DE5920201054, RO5120191016, HU5920201015, AT5920211039, HR5920160001",X4-E-Loco-AB DE-AT-HU-RO-BG-SI-HR-RS-SK-Venlo (Rel. E2.01),Valid (European Union),2022-09-05,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0052-8-001-003
11-057-0043-7-001-006,DE5920201044; RO5120191016; CZ5920151501; SK5920181004; PL5120200168; HU5920201015; AT5920211030; HR5920160001,X4-E-Loco-AB DE-AT-PL-CZ-SK-HU-RO-BG-SI-HR-RS (Rel. E2.01),Valid (European Union),2022-09-05,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0043-7-001-006
41-002-0003-1-001-001,"RO8020220193, RO8020220192, RO8020220191",Automotor VT 614 cu remorca 914,Valid (Romania),2022-09-05,https://eratv.era.europa.eu/Eratv/Home/View/41-002-0003-1-001-001
11-057-0053-6-001-002,DE5920201056; RO5120191016; AT5920211040,X4-E-Loco-AB DE-AT-RO-BG-Venlo (DPM) (Rel. E2.01),Valid (European Union),2022-09-01,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0053-6-001-002
11-057-0047-8-001-003,DE5920201051; RO5120191016; CZ5920151501; SK5920181001; PL5120200168; HU5920201015; AT5920211034; HR5920160001,X4-E-Loco-AB DE-AT-IT-PL-CZ-SK-HU-RO-BG-SI-HR-RS (Rel. E2.01),Valid (European Union),2022-08-30,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0047-8-001-003
51-392-0001-7-001-001,EU8020210009,Lfgnss,Valid (European Union),2022-08-29,https://eratv.era.europa.eu/Eratv/Home/View/51-392-0001-7-001-001
51-058-0001-4-002-003,FR5920183006,Wagon trémies 95m3 - 90t (TI2023A11/A12),Valid (European Union),2022-08-26,https://eratv.era.europa.eu/Eratv/Home/View/51-058-0001-4-002-003
73-066-0001-1-002-001,EU8020220190,MFS 120 SC,Valid (European Union),2022-08-26,https://eratv.era.europa.eu/Eratv/Home/View/73-066-0001-1-002-001
51-058-0001-4-002-002,FR5920183006,new version of Wagon trémies 95m3 - 90t (TI2023 A5/A6),Valid (European Union),2022-08-26,https://eratv.era.europa.eu/Eratv/Home/View/51-058-0001-4-002-002
31-087-0001-8-001-001,SK8020220188,VR-41-2021-Bm,Valid (Slovak Republic),2022-08-25,https://eratv.era.europa.eu/Eratv/Home/View/31-087-0001-8-001-001
51-149-0001-1-001-001,FR5920173004,"Wagon plat (avec haussettes d’about, ranchers et supports de rails)",Valid (European Union),2022-08-25,https://eratv.era.europa.eu/Eratv/Home/View/51-149-0001-1-001-001
51-300-0001-0-001-001,NL5320190018,Zacns GATX type 2485-20,Valid (European Union),2022-08-24,https://eratv.era.europa.eu/Eratv/Home/View/51-300-0001-0-001-001
11-057-0041-1-001-004,EU8020210237,"X4-E-Loco-AB DE-AT-CZ-SK-HU-RO-BG (DPM, Rel. E2.01) Venlo",Valid (European Union),2022-08-24,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0041-1-001-004
73-057-0001-0-001-001,FR8020220008,Train Désherbeur à Grand Rendement,Valid (France),2022-08-22,https://eratv.era.europa.eu/Eratv/Home/View/73-057-0001-0-001-001
71-046-0001-5-001-001,FI8020220064,Ttk2,Valid (Finland),2022-08-22,https://eratv.era.europa.eu/Eratv/Home/View/71-046-0001-5-001-001
51-276-0001-2-001-001,NL5320170012,Zagns GATX type 7182-20,Valid (European Union),2022-08-22,https://eratv.era.europa.eu/Eratv/Home/View/51-276-0001-2-001-001
51-435-0001-4-001-001,RO8020220174,Vagon de marfa Falns 183,Valid (Romania),2022-08-19,https://eratv.era.europa.eu/Eratv/Home/View/51-435-0001-4-001-001
51-338-0002-8-001-001,Nota Cimoli 23/05/2000,Carro SITFA 130,Valid (Italy),2022-08-19,https://eratv.era.europa.eu/Eratv/Home/View/51-338-0002-8-001-001
51-339-0002-6-001-001,Nota Cimoli 23/05/2000,Carro SITFA 132,Valid (Italy),2022-08-19,https://eratv.era.europa.eu/Eratv/Home/View/51-339-0002-6-001-001
71-056-0010-5-001-001,FR8020220140,108-32/275,Valid (France),2022-08-18,https://eratv.era.europa.eu/Eratv/Home/View/71-056-0010-5-001-001
31-061-0002-1-001-002,PL8020220076,FLIRT3 ED160 PKP IC2,Valid (Poland),2022-08-18,https://eratv.era.europa.eu/Eratv/Home/View/31-061-0002-1-001-002
31-061-0001-3-002-004,PL8020210246,178A-10 version of 175A-10 variant of 175A type,Valid (Poland),2022-08-18,https://eratv.era.europa.eu/Eratv/Home/View/31-061-0001-3-002-004
13-067-0001-2-003-001,EU8020220086,ET 4010,Valid (European Union),2022-08-17,https://eratv.era.europa.eu/Eratv/Home/View/13-067-0001-2-003-001
13-075-0002-3-001-003,"CH5920201008, DE5920201062, AT5920221003",ICx Configuration K4s,Valid (European Union),2022-08-17,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0002-3-001-003
13-075-0001-5-001-003,"CH5920201007, DE5920191000, AT5920221002",ICx Configuration K3s,Valid (European Union),2022-08-17,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0001-5-001-003
11-057-0049-4-001-003,DE5920201059; RO5120191016; CZ5920151501; SK5920181002; HU5920201015; AT5920211036,X4-E-Loco-AB DE-AT-RO-HU-CZ-SK-BG (Rel. E2.01),Valid (European Union),2022-08-17,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0049-4-001-003
51-415-0001-6-001-001,EU8020220183,144WP55,Valid (European Union),2022-08-17,https://eratv.era.europa.eu/Eratv/Home/View/51-415-0001-6-001-001
11-011-0011-1-001-001,EU8020220134,4000_MESA 26,Valid (European Union),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/11-011-0011-1-001-001
51-146-0001-7-001-001,NL5320150007,Zacns GATX type 2591-10,Valid (European Union),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/51-146-0001-7-001-001
13-075-0003-1-001-002,"DE5920201065, AT5920221001",ICx Configuration K1n-RW,Valid (European Union),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0003-1-001-002
13-075-0004-9-001-002,"DE5920201067, AT5920221000",ICx Configuration K1n incl. DT,Valid (European Union),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/13-075-0004-9-001-002
11-002-0004-5-001-001,DE8020220172,109E3 (HW11.0/SW5.1),Valid (Germany),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/11-002-0004-5-001-001
11-072-0003-0-001-001,PL8020220147,BR 232 + GSM-R,Valid (Poland),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/11-072-0003-0-001-001
11-213-0001-4-001-001,CZ5920181002,770,Valid (Czech Republic),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/11-213-0001-4-001-001
11-068-0006-1-001-001,PL8020220129,6Do,Valid (Poland),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/11-068-0006-1-001-001
11-110-0004-6-001-001,ES8020210031,Serie 316.2 RAM RENFM,Valid (Spain),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/11-110-0004-6-001-001
11-110-0003-8-001-001,ES8020210047,Serie 316.2 RAM RENFV,Valid (Spain),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/11-110-0003-8-001-001
31-064-0002-5-001-001,DE8020210195,EW03 (HW6.0/SW5.1),Valid (Germany),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/31-064-0002-5-001-001
13-262-0001-9-001-001,DE8020220152,BR 480 ZBS,Valid (Germany),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/13-262-0001-9-001-001
11-159-0001-9-002-001,CZ8020220130,362WTB ETCS,Valid (Czech Republic),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/11-159-0001-9-002-001
11-181-0002-1-001-001,CZ8020220078,162WTB s ETCS,Valid (Czech Republic),2022-08-16,https://eratv.era.europa.eu/Eratv/Home/View/11-181-0002-1-001-001
11-155-0001-7-001-001,EU8020220143,,Valid (European Union),2022-08-03,https://eratv.era.europa.eu/Eratv/Home/View/11-155-0001-7-001-001
13-193-0002-4-029-001,EU8020220142,BR 1442 MDS4,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-029-001
13-193-0002-4-028-001,EU8020220142,BR 442 WFN2,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-028-001
13-193-0002-4-027-001,EU8020220142,BR 1442 MD25,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-027-001
13-193-0002-4-026-001,EU8020220142,BR 442 COT4,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-026-001
13-193-0002-4-025-001,EU8020220142,BR 442 VBB3 600,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-025-001
13-193-0002-4-024-001,EU8020220142,BR 1442 MD23,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-024-001
13-193-0002-4-022-001,EU8020220142,BR 442 EEN3,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-022-001
13-193-0002-4-021-001,EU8020220142,BR 442 SAX3,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-021-001
13-193-0002-4-020-001,EU8020220142,BR 442 SAX5,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-020-001
13-193-0002-4-019-001,EU8020220141,BR 442 MHE3,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-019-001
13-193-0002-4-016-001,EU8020220141,BR 442 ENF5,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-016-001
13-193-0002-4-015-001,EU8020220141,BR 442 RSX5,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-015-001
13-193-0002-4-014-001,EU8020220141,BR 442 WAR5,Valid (European Union),2022-07-29,https://eratv.era.europa.eu/Eratv/Home/View/13-193-0002-4-014-001
