TypeID,EIN,TypeName,Status,LastUpdate,URL
11-096-0001-3-003-001,EU8020250297,742.71 8010-108 3d4d6d7d8d CZ SK,Valid (European Union),2025-11-03,https://eratv.era.europa.eu/Eratv/Home/View/11-096-0001-3-003-001
13-294-0001-2-002-001,CZ8020240267,8-228.1,Valid (Czech Republic),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-294-0001-2-002-001
31-051-0026-1-001-001,DE8020230181,Do 2010 2. Kl. – Stw B28 (1),Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/31-051-0026-1-001-001
31-051-0027-9-001-001,DE8020230197,TWINDEXX Vario Stw B34,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/31-051-0027-9-001-001
13-161-0003-9-001-001,DE8020250250,BR 633_031 OWDE Delta C,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-161-0003-9-001-001
77-002-0001-2-001-001,ES8020250294,Excavadora Liebherr A900 C ZW 1435/1668 EXCAVACIONES Y OBRAS,Valid (Spain),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/77-002-0001-2-001-001
13-161-0002-1-001-001,DE8020250247,BR 632_022 SLN Delta C,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-161-0002-1-001-001
13-053-0005-3-001-002,IT8020250213,ETR675.BL3 R2,Valid (Italy),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-053-0005-3-001-002
13-161-0005-4-001-001,DE8020250251,BR633_041 DNAG Delta C,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-161-0005-4-001-001
13-161-0001-3-001-001,DE8020250249,BR 633_021 SLN Delta C,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-161-0001-3-001-001
13-269-0001-4-001-001,FI5120190019,New version of Sm6,Valid (Finland),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-269-0001-4-001-001
13-161-0004-7-001-001,DE8020250248,BR 632_031 OWDE Delta C,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-161-0004-7-001-001
13-276-0001-9-001-002,PL8020220185,48WEc w wersji 48WEc-10,Valid (Poland),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-276-0001-9-001-002
13-169-0004-0-001-001,DE8020240154,LINT II LNVG GSM-R 171-179 + 194-199,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-169-0004-0-001-001
71-303-0001-0-001-001,DE8020240034,SSP 110 - 760/0,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/71-303-0001-0-001-001
11-057-0101-3-001-001,EU8020250229,X4-A_Corridor DE-AT-NL-PL-CZ-SK-HU-RO-BG_Rel. E2.05a_ADSG,Valid (European Union),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0101-3-001-001
11-057-0102-1-001-001,EU8020250230,X4-A_Corridor DE-AT-NL-PL-CZ-SK-HU-RO-BG_Rel. E1.11_ADSG,Valid (European Union),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0102-1-001-001
51-051-0005-0-001-002,EU8020240223,Sgnss 60’,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/51-051-0005-0-001-002
31-151-0003-8-001-001,EU8020250244,T-230 SINGLE Coach S EC 2ND F081 Type C4702S,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-151-0003-8-001-001
31-151-0002-0-001-001,EU8020250244,T-230 SINGLE Coach P EC 2ND F081 Type C4702P,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-151-0002-0-001-001
31-151-0001-2-001-001,EU8020250244,T-230 ENDCAR EC F081 Type C4728,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-151-0001-2-001-001
31-151-0004-6-001-001,EU8020250244,T-230 PRM Coach EC F081 Type C4714,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-151-0004-6-001-001
31-150-0006-3-001-001,EU8020250210,T-230 Single Coach P ICE-L 2ND F073 Type C4302P,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0006-3-001-001
31-150-0005-5-001-001,EU8020250210,T-230 Single Coach Bistro ICE-L F073 Type C4306,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0005-5-001-001
31-150-0004-8-001-002,EU8020250210,T-230 Single Coach ICE-L Family F073 Ver C4322,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0004-8-001-002
31-150-0004-8-001-001,EU8020250210,T-230 Single Coach C ICE-L F073 Type C4302C,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0004-8-001-001
31-150-0003-0-001-001,EU8020250210,T-230 Endcar ICE-L F073 Type C4328,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0003-0-001-001
31-150-0002-2-001-001,EU8020250210,T-230 Cabcar No CCS ICE-L F073 Type C4340A,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0002-2-001-001
31-150-0001-4-001-001,EU8020250210,T-230 PRM Coach ICE-L F073 Type C4314,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0001-4-001-001
11-075-0001-7-009-003,EU8020250243,Eurodual E25/3/1.5 ES-FR-LU,Valid (European Union),2025-10-27,https://eratv.era.europa.eu/Eratv/Home/View/11-075-0001-7-009-003
72-002-0004-1-001-001,EU8020250287,Multitasker KRC 1200,Valid (European Union),2025-10-27,https://eratv.era.europa.eu/Eratv/Home/View/72-002-0004-1-001-001
11-164-0001-9-001-001,EU8020250288,EG3100,Valid (European Union),2025-10-27,https://eratv.era.europa.eu/Eratv/Home/View/11-164-0001-9-001-001
11-075-0001-7-008-005,EU8020250243,Eurodual E25/3/1.5 ES-FR-LU,Valid (European Union),2025-10-27,https://eratv.era.europa.eu/Eratv/Home/View/11-075-0001-7-008-005
13-233-0001-0-001-004,PL8020210156,31WEb w wersji 31WEbc v1,Valid (Poland),2025-10-27,https://eratv.era.europa.eu/Eratv/Home/View/13-233-0001-0-001-004
13-045-0006-7-001-001,BE8020240218,AM08 Desiro (3 kV – 25 kV) BL3 ETCS & TBL1+ NG,Valid (Belgium),2025-10-24,https://eratv.era.europa.eu/Eratv/Home/View/13-045-0006-7-001-001
13-045-0004-2-001-001,BE8020240217,AM08 Desiro (3 kV) BL3 ETCS & TBL1+ NG,Valid (Belgium),2025-10-24,https://eratv.era.europa.eu/Eratv/Home/View/13-045-0004-2-001-001
71-197-0001-6-001-001,LT8020240118,APV 320 SPAZIO 10 - 100 L,Valid (Lithuania),2025-10-24,https://eratv.era.europa.eu/Eratv/Home/View/71-197-0001-6-001-001
11-301-0001-7-001-001,NO8020250040,Rm,Valid (Norway),2025-10-24,https://eratv.era.europa.eu/Eratv/Home/View/11-301-0001-7-001-001
51-493-0001-3-001-001,EU8020250180,Zans 56 m3,Valid (European Union),2025-10-24,https://eratv.era.europa.eu/Eratv/Home/View/51-493-0001-3-001-001
11-101-0031-8-001-001,EU8020250178,ES64F4 Variant K,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0031-8-001-001
13-223-0002-9-001-001,EU8020240150,OTU,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/13-223-0002-9-001-001
11-101-0033-4-001-001,EU8020250178,ES64F4 Variante L,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0033-4-001-001
11-101-0034-2-001-001,EU8020250178,ES64F4 Variant O,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0034-2-001-001
11-101-0032-6-001-001,EU8020250178,ES64F4 Variante E,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0032-6-001-001
13-336-0001-1-001-002,EU8020250279,Stadler FLIRT 2 wagons diesel train,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/13-336-0001-1-001-002
11-131-0002-6-001-001,DE8020250211,DE75 BB-D2,Valid (Germany),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/11-131-0002-6-001-001
13-336-0001-1-001-001,EU8020250278,Stadler FLIRT 2 wagons diesel train,Valid (European Union),2025-10-20,https://eratv.era.europa.eu/Eratv/Home/View/13-336-0001-1-001-001
72-038-0001-1-001-001,FR8020250284,108-275 LC,Valid (France),2025-10-20,https://eratv.era.europa.eu/Eratv/Home/View/72-038-0001-1-001-001
11-057-0103-9-001-001,EU8020250233,X4-A_Corridor DE-AT-NL-PL-CZ-SK-HU-RO-BG_Rel. F1.08a_ADSG,Valid (European Union),2025-10-17,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0103-9-001-001
73-138-0001-8-001-001,NO8020250156,Catenary vehicle CTFc 7500TS-CW,Valid (Norway),2025-10-16,https://eratv.era.europa.eu/Eratv/Home/View/73-138-0001-8-001-001
11-236-0001-5-001-001,NO8020240248,Di4 with ETCS-STM,Valid (Norway),2025-10-16,https://eratv.era.europa.eu/Eratv/Home/View/11-236-0001-5-001-001
13-018-0008-0-001-001,FR5919951001,TGV NEODUPLEX,Valid (France),2025-10-15,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0008-0-001-001
11-303-0001-3-001-001,SE8020250274,Tb,Valid (Sweden),2025-10-15,https://eratv.era.europa.eu/Eratv/Home/View/11-303-0001-3-001-001
73-096-0001-8-001-001,CZ8020220048,Ua 230,Valid (Czech Republic),2025-10-15,https://eratv.era.europa.eu/Eratv/Home/View/73-096-0001-8-001-001
13-315-0002-3-001-001,CZ8020250228,844 ETCS,Valid (Czech Republic),2025-10-15,https://eratv.era.europa.eu/Eratv/Home/View/13-315-0002-3-001-001
11-082-0004-7-002-002,EU8020250245,744.1 8010-115 1d 2d SWE NOR,Valid (European Union),2025-10-14,https://eratv.era.europa.eu/Eratv/Home/View/11-082-0004-7-002-002
51-060-0004-4-001-001,EU8020250272,Sgmmnss 47',Valid (European Union),2025-10-14,https://eratv.era.europa.eu/Eratv/Home/View/51-060-0004-4-001-001
13-376-0002-5-001-001,EU8020250271,680 ETCS,Valid (European Union),2025-10-13,https://eratv.era.europa.eu/Eratv/Home/View/13-376-0002-5-001-001
11-282-0001-9-001-001,PT8020250264,LE 4700R,Valid (Portugal),2025-10-13,https://eratv.era.europa.eu/Eratv/Home/View/11-282-0001-9-001-001
41-005-0001-8-001-001,FR8020250269,CUISINE,Valid (France),2025-10-10,https://eratv.era.europa.eu/Eratv/Home/View/41-005-0001-8-001-001
13-179-0009-8-001-001,DE8020250252,BR 430.0 FBL 11.6.1 (BSL4 ETCS ON),Valid (Germany),2025-10-10,https://eratv.era.europa.eu/Eratv/Home/View/13-179-0009-8-001-001
13-179-0010-6-001-001,DE8020250253,BR 430.2 FBL 11.6.1 (BSL4 ETCS ON),Valid (Germany),2025-10-10,https://eratv.era.europa.eu/Eratv/Home/View/13-179-0010-6-001-001
33-001-0001-7-001-001,FR8020250267,TECHNIQUE,Valid (France),2025-10-10,https://eratv.era.europa.eu/Eratv/Home/View/33-001-0001-7-001-001
31-136-0001-3-001-001,FR8020250268,EQUIPAGE 2,Valid (France),2025-10-10,https://eratv.era.europa.eu/Eratv/Home/View/31-136-0001-3-001-001
51-268-0002-7-001-003,DE5920193042,Slnps 1,Valid (European Union),2025-10-10,https://eratv.era.europa.eu/Eratv/Home/View/51-268-0002-7-001-003
13-178-0020-7-001-001,EU8020250277,Mireo Plus H 2-Teiler PZB HKB,Valid (European Union),2025-10-10,https://eratv.era.europa.eu/Eratv/Home/View/13-178-0020-7-001-001
51-019-0001-6-002-002,FR5920173001,Wagon citerne gaz amoniac,Valid (European Union),2025-10-08,https://eratv.era.europa.eu/Eratv/Home/View/51-019-0001-6-002-002
31-012-0013-1-001-001,BE8020250276,M6 Bx - AA - ETCS BL3R2,Valid (Belgium),2025-10-07,https://eratv.era.europa.eu/Eratv/Home/View/31-012-0013-1-001-001
13-017-0008-2-001-001,IT8020250218,V300ZEFIRO R1,Valid (Italy),2025-10-07,https://eratv.era.europa.eu/Eratv/Home/View/13-017-0008-2-001-001
13-142-0004-7-003-001,IT8020250056,ETR204.v2,Valid (Italy),2025-10-07,https://eratv.era.europa.eu/Eratv/Home/View/13-142-0004-7-003-001
76-002-0001-3-001-001,AT8020250273,X122-Rettungstriebzug der 3. Generation,Valid (Austria),2025-10-07,https://eratv.era.europa.eu/Eratv/Home/View/76-002-0001-3-001-001
31-012-0012-3-001-001,BE8020250275,M6 Bx - CT - ETCS BL3R2,Valid (Belgium),2025-10-07,https://eratv.era.europa.eu/Eratv/Home/View/31-012-0012-3-001-001
51-447-0001-9-001-001,EU8020230310,Sdggmrss,Valid (European Union),2025-10-06,https://eratv.era.europa.eu/Eratv/Home/View/51-447-0001-9-001-001
13-378-0003-9-001-002,ES8020250270,Serie 470 ASFA INDRA con preinstalacion ERTMS,Valid (Spain),2025-10-06,https://eratv.era.europa.eu/Eratv/Home/View/13-378-0003-9-001-002
13-378-0002-1-001-001,ES8020250270,Serie 440.2R,Valid (Spain),2025-10-06,https://eratv.era.europa.eu/Eratv/Home/View/13-378-0002-1-001-001
13-378-0001-3-001-001,ES8020250270,Serie 440.3R,Valid (Spain),2025-10-06,https://eratv.era.europa.eu/Eratv/Home/View/13-378-0001-3-001-001
13-378-0003-9-001-001,ES8020250270,Serie 470 ASFA INDRA,Valid (Spain),2025-10-06,https://eratv.era.europa.eu/Eratv/Home/View/13-378-0003-9-001-001
11-272-0003-6-001-001,SE8020250263,Rc4 ETCS NRF,Valid (Sweden),2025-10-06,https://eratv.era.europa.eu/Eratv/Home/View/11-272-0003-6-001-001
73-077-0001-8-001-001,SE8020220061,Railvac MC,Valid (Sweden),2025-10-06,https://eratv.era.europa.eu/Eratv/Home/View/73-077-0001-8-001-001
11-118-0003-1-001-001,EU8020250183,"EMD JT42CWR (M) (series C254, C360, C513, C545, C561, C653, C725, C968) equipped with ETCS (ALSTOM Atlas)",Valid (European Union),2025-10-03,https://eratv.era.europa.eu/Eratv/Home/View/11-118-0003-1-001-001
13-018-0010-6-006-001,FR8020250217,Réno Duplex ERTMS BL3 Cor,Valid (France),2025-09-30,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0010-6-006-001
11-039-0001-3-001-001,FR8020250265,DE 18 MA28002,Valid (France),2025-09-30,https://eratv.era.europa.eu/Eratv/Home/View/11-039-0001-3-001-001
13-233-0001-0-001-003,PL8020210156,31WEb w wersji 31WEbc,Valid (Poland),2025-09-30,https://eratv.era.europa.eu/Eratv/Home/View/13-233-0001-0-001-003
72-002-0013-2-001-001,PL8020250258,BDS 2000,Valid (Poland),2025-09-30,https://eratv.era.europa.eu/Eratv/Home/View/72-002-0013-2-001-001
13-401-0007-0-001-001,HR8020250002,BEMV 6211 Baterijski elektromotorni vlak,Valid (Croatia),2025-09-29,https://eratv.era.europa.eu/Eratv/Home/View/13-401-0007-0-001-001
13-018-0023-9-001-002,ES8020240305,TGV31200 3UF+ N1/N2 LZB UM,Valid (Spain),2025-09-26,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0023-9-001-002
51-154-0001-1-001-001,NL5320130005,Shimmns 275 without parkingbrake,Valid (European Union),2025-09-26,https://eratv.era.europa.eu/Eratv/Home/View/51-154-0001-1-001-001
13-280-0001-1-001-001,ES8020220224,Serie 121,Valid (Spain),2025-09-26,https://eratv.era.europa.eu/Eratv/Home/View/13-280-0001-1-001-001
51-487-0001-5-001-001,EU8020250257,"Sggrrs80', version A",Valid (European Union),2025-09-24,https://eratv.era.europa.eu/Eratv/Home/View/51-487-0001-5-001-001
11-075-0003-3-001-002,EU8020230038,EURODUAL E25/15/3/1.5 2D9.5 D-A-CH-I-BE-NL,Valid (European Union),2025-09-24,https://eratv.era.europa.eu/Eratv/Home/View/11-075-0003-3-001-002
72-011-0002-6-001-001,ES8020250262,Unimat 08-4x4/4S_ASFA ES,Valid (Spain),2025-09-23,https://eratv.era.europa.eu/Eratv/Home/View/72-011-0002-6-001-001
72-011-0001-8-001-001,ES8020250262,Unimat 08-4x4/4S ES,Valid (Spain),2025-09-23,https://eratv.era.europa.eu/Eratv/Home/View/72-011-0001-8-001-001
71-209-0001-9-001-001,ES8020250299,R20_001.00.00,Valid (Spain),2025-11-05,https://eratv.era.europa.eu/Eratv/Home/View/71-209-0001-9-001-001
11-068-0013-7-001-001,PL8020250293,Ls800/GSM-R,Valid (Poland),2025-11-05,https://eratv.era.europa.eu/Eratv/Home/View/11-068-0013-7-001-001
51-009-0005-8-001-001,EU8020250289,Rens,Valid (European Union),2025-11-05,https://eratv.era.europa.eu/Eratv/Home/View/51-009-0005-8-001-001
53-003-0002-6-001-001,EU8020250291,Fix coupled 8-axle container wagon Sggmrrss-y,Valid (European Union),2025-11-05,https://eratv.era.europa.eu/Eratv/Home/View/53-003-0002-6-001-001
13-209-0001-0-004-001,CZ8020250283,845.2/945.2 AC,Valid (Czech Republic),2025-11-04,https://eratv.era.europa.eu/Eratv/Home/View/13-209-0001-0-004-001
36-007-0001-1-001-001,CZ8020250296,"8-311.1, 8-311.2 (ŠKODA 3Ev) ETCS",Valid (Czech Republic),2025-11-04,https://eratv.era.europa.eu/Eratv/Home/View/36-007-0001-1-001-001
13-398-0001-1-001-001,EE8020250002,Škoda electric train 21Ev,Valid (Estonia),2025-11-03,https://eratv.era.europa.eu/Eratv/Home/View/13-398-0001-1-001-001
11-096-0001-3-004-001,EU8020250297,742.71 8010-108 3d4d6d7d8d9d CZ SK,Valid (European Union),2025-11-03,https://eratv.era.europa.eu/Eratv/Home/View/11-096-0001-3-004-001
11-096-0001-3-003-001,EU8020250297,742.71 8010-108 3d4d6d7d8d CZ SK,Valid (European Union),2025-11-03,https://eratv.era.europa.eu/Eratv/Home/View/11-096-0001-3-003-001
13-294-0001-2-002-001,CZ8020240267,8-228.1,Valid (Czech Republic),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-294-0001-2-002-001
31-051-0026-1-001-001,DE8020230181,Do 2010 2. Kl. – Stw B28 (1),Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/31-051-0026-1-001-001
31-051-0027-9-001-001,DE8020230197,TWINDEXX Vario Stw B34,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/31-051-0027-9-001-001
13-161-0003-9-001-001,DE8020250250,BR 633_031 OWDE Delta C,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-161-0003-9-001-001
77-002-0001-2-001-001,ES8020250294,Excavadora Liebherr A900 C ZW 1435/1668 EXCAVACIONES Y OBRAS,Valid (Spain),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/77-002-0001-2-001-001
13-161-0002-1-001-001,DE8020250247,BR 632_022 SLN Delta C,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-161-0002-1-001-001
13-053-0005-3-001-002,IT8020250213,ETR675.BL3 R2,Valid (Italy),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-053-0005-3-001-002
13-161-0005-4-001-001,DE8020250251,BR633_041 DNAG Delta C,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-161-0005-4-001-001
13-161-0001-3-001-001,DE8020250249,BR 633_021 SLN Delta C,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-161-0001-3-001-001
13-269-0001-4-001-001,FI5120190019,New version of Sm6,Valid (Finland),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-269-0001-4-001-001
13-161-0004-7-001-001,DE8020250248,BR 632_031 OWDE Delta C,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-161-0004-7-001-001
13-276-0001-9-001-002,PL8020220185,48WEc w wersji 48WEc-10,Valid (Poland),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-276-0001-9-001-002
13-169-0004-0-001-001,DE8020240154,LINT II LNVG GSM-R 171-179 + 194-199,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/13-169-0004-0-001-001
71-303-0001-0-001-001,DE8020240034,SSP 110 - 760/0,Valid (Germany),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/71-303-0001-0-001-001
11-057-0101-3-001-001,EU8020250229,X4-A_Corridor DE-AT-NL-PL-CZ-SK-HU-RO-BG_Rel. E2.05a_ADSG,Valid (European Union),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0101-3-001-001
11-057-0102-1-001-001,EU8020250230,X4-A_Corridor DE-AT-NL-PL-CZ-SK-HU-RO-BG_Rel. E1.11_ADSG,Valid (European Union),2025-10-31,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0102-1-001-001
51-051-0005-0-001-002,EU8020240223,Sgnss 60’,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/51-051-0005-0-001-002
31-151-0003-8-001-001,EU8020250244,T-230 SINGLE Coach S EC 2ND F081 Type C4702S,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-151-0003-8-001-001
31-151-0002-0-001-001,EU8020250244,T-230 SINGLE Coach P EC 2ND F081 Type C4702P,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-151-0002-0-001-001
31-151-0001-2-001-001,EU8020250244,T-230 ENDCAR EC F081 Type C4728,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-151-0001-2-001-001
31-151-0004-6-001-001,EU8020250244,T-230 PRM Coach EC F081 Type C4714,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-151-0004-6-001-001
31-150-0006-3-001-001,EU8020250210,T-230 Single Coach P ICE-L 2ND F073 Type C4302P,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0006-3-001-001
31-150-0005-5-001-001,EU8020250210,T-230 Single Coach Bistro ICE-L F073 Type C4306,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0005-5-001-001
31-150-0004-8-001-002,EU8020250210,T-230 Single Coach ICE-L Family F073 Ver C4322,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0004-8-001-002
31-150-0004-8-001-001,EU8020250210,T-230 Single Coach C ICE-L F073 Type C4302C,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0004-8-001-001
31-150-0003-0-001-001,EU8020250210,T-230 Endcar ICE-L F073 Type C4328,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0003-0-001-001
31-150-0002-2-001-001,EU8020250210,T-230 Cabcar No CCS ICE-L F073 Type C4340A,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0002-2-001-001
31-150-0001-4-001-001,EU8020250210,T-230 PRM Coach ICE-L F073 Type C4314,Valid (European Union),2025-10-29,https://eratv.era.europa.eu/Eratv/Home/View/31-150-0001-4-001-001
11-075-0001-7-009-003,EU8020250243,Eurodual E25/3/1.5 ES-FR-LU,Valid (European Union),2025-10-27,https://eratv.era.europa.eu/Eratv/Home/View/11-075-0001-7-009-003
72-002-0004-1-001-001,EU8020250287,Multitasker KRC 1200,Valid (European Union),2025-10-27,https://eratv.era.europa.eu/Eratv/Home/View/72-002-0004-1-001-001
11-164-0001-9-001-001,EU8020250288,EG3100,Valid (European Union),2025-10-27,https://eratv.era.europa.eu/Eratv/Home/View/11-164-0001-9-001-001
11-075-0001-7-008-005,EU8020250243,Eurodual E25/3/1.5 ES-FR-LU,Valid (European Union),2025-10-27,https://eratv.era.europa.eu/Eratv/Home/View/11-075-0001-7-008-005
13-233-0001-0-001-004,PL8020210156,31WEb w wersji 31WEbc v1,Valid (Poland),2025-10-27,https://eratv.era.europa.eu/Eratv/Home/View/13-233-0001-0-001-004
13-045-0006-7-001-001,BE8020240218,AM08 Desiro (3 kV – 25 kV) BL3 ETCS & TBL1+ NG,Valid (Belgium),2025-10-24,https://eratv.era.europa.eu/Eratv/Home/View/13-045-0006-7-001-001
13-045-0004-2-001-001,BE8020240217,AM08 Desiro (3 kV) BL3 ETCS & TBL1+ NG,Valid (Belgium),2025-10-24,https://eratv.era.europa.eu/Eratv/Home/View/13-045-0004-2-001-001
71-197-0001-6-001-001,LT8020240118,APV 320 SPAZIO 10 - 100 L,Valid (Lithuania),2025-10-24,https://eratv.era.europa.eu/Eratv/Home/View/71-197-0001-6-001-001
11-301-0001-7-001-001,NO8020250040,Rm,Valid (Norway),2025-10-24,https://eratv.era.europa.eu/Eratv/Home/View/11-301-0001-7-001-001
51-493-0001-3-001-001,EU8020250180,Zans 56 m3,Valid (European Union),2025-10-24,https://eratv.era.europa.eu/Eratv/Home/View/51-493-0001-3-001-001
11-101-0031-8-001-001,EU8020250178,ES64F4 Variant K,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0031-8-001-001
13-223-0002-9-001-001,EU8020240150,OTU,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/13-223-0002-9-001-001
11-101-0033-4-001-001,EU8020250178,ES64F4 Variante L,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0033-4-001-001
11-101-0034-2-001-001,EU8020250178,ES64F4 Variant O,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0034-2-001-001
11-101-0032-6-001-001,EU8020250178,ES64F4 Variante E,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/11-101-0032-6-001-001
13-336-0001-1-001-002,EU8020250279,Stadler FLIRT 2 wagons diesel train,Valid (European Union),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/13-336-0001-1-001-002
11-131-0002-6-001-001,DE8020250211,DE75 BB-D2,Valid (Germany),2025-10-22,https://eratv.era.europa.eu/Eratv/Home/View/11-131-0002-6-001-001
13-336-0001-1-001-001,EU8020250278,Stadler FLIRT 2 wagons diesel train,Valid (European Union),2025-10-20,https://eratv.era.europa.eu/Eratv/Home/View/13-336-0001-1-001-001
72-038-0001-1-001-001,FR8020250284,108-275 LC,Valid (France),2025-10-20,https://eratv.era.europa.eu/Eratv/Home/View/72-038-0001-1-001-001
11-057-0103-9-001-001,EU8020250233,X4-A_Corridor DE-AT-NL-PL-CZ-SK-HU-RO-BG_Rel. F1.08a_ADSG,Valid (European Union),2025-10-17,https://eratv.era.europa.eu/Eratv/Home/View/11-057-0103-9-001-001
73-138-0001-8-001-001,NO8020250156,Catenary vehicle CTFc 7500TS-CW,Valid (Norway),2025-10-16,https://eratv.era.europa.eu/Eratv/Home/View/73-138-0001-8-001-001
11-236-0001-5-001-001,NO8020240248,Di4 with ETCS-STM,Valid (Norway),2025-10-16,https://eratv.era.europa.eu/Eratv/Home/View/11-236-0001-5-001-001
13-018-0008-0-001-001,FR5919951001,TGV NEODUPLEX,Valid (France),2025-10-15,https://eratv.era.europa.eu/Eratv/Home/View/13-018-0008-0-001-001
11-303-0001-3-001-001,SE8020250274,Tb,Valid (Sweden),2025-10-15,https://eratv.era.europa.eu/Eratv/Home/View/11-303-0001-3-001-001
73-096-0001-8-001-001,CZ8020220048,Ua 230,Valid (Czech Republic),2025-10-15,https://eratv.era.europa.eu/Eratv/Home/View/73-096-0001-8-001-001
